+--------------+-------+---------------------+---------------------+----------+----------+
| userid       | shift | shiftdate           | received            | event_id | position |
| erint30      | 3     | 2010-04-18 00:00:00 | 2010-03-13 00:00:00 |      633 | E2       |
| diane13      | 4     | 2010-03-14 00:00:00 | 2010-03-14 00:00:00 |      634 | E1       |
| diane13      | 1     | 2010-03-15 00:00:00 | 2010-03-14 00:00:00 |      635 | E1       |
| diane13      | 2     | 2010-03-15 00:00:00 | 2010-03-14 00:00:00 |      636 | E1       |
| dennisb01    | 3     | 2010-03-21 00:00:00 | 2010-03-19 00:00:00 |      637 | E2       |
| jan017       | 3     | 2010-03-21 00:00:00 | 2010-03-21 00:00:00 |      638 | E1       |
| jan017       | 3     | 2010-03-28 00:00:00 | 2010-03-21 00:00:00 |      639 | E1       |
| jan017       | 3     | 2010-04-11 00:00:00 | 2010-03-21 00:00:00 |      640 | E1       |
| patrickc26   | 1     | 2010-04-27 00:00:00 | 2010-04-24 00:00:00 |      751 | D        |
| jan017       | 3     | 2010-04-18 00:00:00 | 2010-03-21 00:00:00 |      642 | E1       |
| patrichc26   | 3     | 2010-03-28 00:00:00 | 2010-03-21 00:00:00 |      643 | D        |
| erint30      | 3     | 2010-03-28 00:00:00 | 2010-03-21 00:00:00 |      644 | E2       |
| patrichc26   | 4     | 2010-03-27 00:00:00 | 2010-03-21 00:00:00 |      645 | D        |
| patrichc26   | 2     | 2010-03-28 00:00:00 | 2010-03-21 00:00:00 |      646 | D        |
| patrichc26   | 1     | 2010-03-28 00:00:00 | 2010-03-21 00:00:00 |      647 | D        |
| erint30      | 4     | 2010-03-27 00:00:00 | 2010-03-21 00:00:00 |      648 | E2       |
| erint30      | 1     | 2010-03-28 00:00:00 | 2010-03-21 00:00:00 |      649 | E2       |
| erint30      | 2     | 2010-03-28 00:00:00 | 2010-03-21 00:00:00 |      650 | E2       |
| debbiew9     | 1     | 2010-03-28 00:00:00 | 2010-03-22 00:00:00 |      651 | E1       |
| debbiew9     | 2     | 2010-03-28 00:00:00 | 2010-03-22 00:00:00 |      652 | E1       |
| rond46       | 4     | 2010-03-24 00:00:00 | 2010-03-23 00:00:00 |      653 | E2       |
| rond46       | 2     | 2010-03-25 00:00:00 | 2010-03-25 00:00:00 |      654 | E1       |
| dennisb01    | 2     | 2010-03-25 00:00:00 | 2010-03-25 00:00:00 |      655 | E2       |
| carolyn2     | 2     | 2010-03-27 00:00:00 | 2010-03-26 00:00:00 |      656 | E1       |
| rond46       | 2     | 2010-03-27 00:00:00 | 2010-03-26 00:00:00 |      657 | E2       |
| drew44       | 2     | 2010-03-27 00:00:00 | 2010-03-26 00:00:00 |      658 | D        |
| dennisb01    | 3     | 2010-04-11 00:00:00 | 2010-03-27 00:00:00 |      659 | E2       |
| christinek29 | 2     | 2010-04-01 00:00:00 | 2010-03-29 00:00:00 |      660 | E2       |
| christinek29 | 3     | 2010-04-01 00:00:00 | 2010-03-29 00:00:00 |      661 | D        |
| timothyb28   | 2     | 2010-04-01 00:00:00 | 2010-03-29 00:00:00 |      662 | D        |
| timothyb28   | 3     | 2010-04-01 00:00:00 | 2010-03-29 00:00:00 |      663 | E2       |
| dave11       | 3     | 2010-04-11 00:00:00 | 2010-04-10 00:00:00 |      720 | D        |
| dennisb01    | 3     | 2010-04-04 00:00:00 | 2010-03-30 00:00:00 |      667 | E2       |
| dave11       | 3     | 2010-04-04 00:00:00 | 2010-03-31 00:00:00 |      668 | D        |
| patrichc26   | 1     | 2010-04-03 00:00:00 | 2010-03-31 00:00:00 |      669 | D        |
| patrichc26   | 2     | 2010-04-03 00:00:00 | 2010-03-31 00:00:00 |      670 | D        |
| patrichc26   | 3     | 2010-04-03 00:00:00 | 2010-03-31 00:00:00 |      671 | D        |
| erint30      | 1     | 2010-04-03 00:00:00 | 2010-03-31 00:00:00 |      672 | E2       |
| erint30      | 2     | 2010-04-03 00:00:00 | 2010-03-31 00:00:00 |      673 | E2       |
| erint30      | 3     | 2010-04-03 00:00:00 | 2010-03-31 00:00:00 |      674 | E2       |
| diane13      | 2     | 2010-04-01 00:00:00 | 2010-03-31 00:00:00 |      675 | E1       |
| diane13      | 1     | 2010-04-01 00:00:00 | 2010-03-31 00:00:00 |      676 | E1       |
| diane13      | 4     | 2010-04-08 00:00:00 | 2010-03-31 00:00:00 |      677 | E2       |
| rond46       | 2     | 2010-04-03 00:00:00 | 2010-04-02 00:00:00 |      683 | E1       |
| rond46       | 3     | 2010-04-03 00:00:00 | 2010-04-02 00:00:00 |      684 | E1       |
| christinek29 | 4     | 2010-04-24 00:00:00 | 2010-04-02 00:00:00 |      685 | D        |
| patrichc26   | 3     | 2010-04-17 00:00:00 | 2010-04-03 00:00:00 |      700 | D        |
| christinek29 | 1     | 2010-04-25 00:00:00 | 2010-04-02 00:00:00 |      687 | D        |
| christinek29 | 2     | 2010-04-25 00:00:00 | 2010-04-02 00:00:00 |      688 | E2       |
| kristinh40   | 4     | 2010-04-09 00:00:00 | 2010-04-03 00:00:00 |      701 | E1       |
| christinek29 | 3     | 2010-04-25 00:00:00 | 2010-04-02 00:00:00 |      690 | E2       |
| timothyb28   | 4     | 2010-04-24 00:00:00 | 2010-04-02 00:00:00 |      691 | E2       |
| timothyb28   | 3     | 2010-04-25 00:00:00 | 2010-04-02 00:00:00 |      692 | D        |
| timothyb28   | 1     | 2010-04-25 00:00:00 | 2010-04-02 00:00:00 |      693 | E2       |
| timothyb28   | 2     | 2010-04-25 00:00:00 | 2010-04-02 00:00:00 |      694 | D        |
| christinek29 | 2     | 2010-04-09 00:00:00 | 2010-04-02 00:00:00 |      695 | E2       |
| christinek29 | 3     | 2010-04-09 00:00:00 | 2010-04-02 00:00:00 |      696 | D        |
| timothyb28   | 2     | 2010-04-09 00:00:00 | 2010-04-02 00:00:00 |      697 | D        |
| timothyb28   | 3     | 2010-04-09 00:00:00 | 2010-04-02 00:00:00 |      698 | E2       |
| rond46       | 4     | 2010-04-17 00:00:00 | 2010-04-05 00:00:00 |      709 | E1       |
| kristinh40   | 1     | 2010-04-10 00:00:00 | 2010-04-03 00:00:00 |      703 | E1       |
| debbiew9     | 1     | 2010-04-18 00:00:00 | 2010-04-05 00:00:00 |      704 | E1       |
| debbiew9     | 2     | 2010-04-18 00:00:00 | 2010-04-05 00:00:00 |      705 | E1       |
| drew44       | 4     | 2010-04-09 00:00:00 | 2010-04-05 00:00:00 |      706 | D        |
| drew44       | 1     | 2010-04-10 00:00:00 | 2010-04-05 00:00:00 |      707 | D        |
| erint30      | 1     | 2010-04-17 00:00:00 | 2010-04-05 00:00:00 |      712 | E2       |
| patrichc26   | 1     | 2010-04-17 00:00:00 | 2010-04-05 00:00:00 |      713 | D        |
| mauree38     | 4     | 2010-04-11 00:00:00 | 2010-04-10 00:00:00 |      718 | E1       |
| mauree38     | 3     | 2010-04-04 00:00:00 | 2010-04-10 00:00:00 |      717 | E1       |
| dave11       | 4     | 2010-04-11 00:00:00 | 2010-04-10 00:00:00 |      721 | D        |
| mauree38     | 3     | 2010-04-12 00:00:00 | 2010-04-11 00:00:00 |      722 | E1       |
| kristinh40   | 3     | 2010-04-16 00:00:00 | 2010-04-12 00:00:00 |      725 | E1       |
| dave11       | 4     | 2010-04-08 00:00:00 | 2010-04-11 00:00:00 |      724 | D        |
| kristinh40   | 4     | 2010-04-16 00:00:00 | 2010-04-12 00:00:00 |      726 | E1       |
