+------------+-------+---------------------+---------------------+----------+----------+
| userid     | shift | shiftdate           | received            | event_id | position |
| kristinh40 | 2     | 2009-09-20 00:00:00 | 2009-09-15 00:00:00 |      250 | E2       |
| kristinh40 | 3     | 2009-09-20 00:00:00 | 2009-09-15 00:00:00 |      251 | E2       |
| drew44     | 4     | 2009-09-16 00:00:00 | 2009-09-17 00:00:00 |      252 | E2       |
| drew44     | 1     | 2009-09-17 00:00:00 | 2009-09-17 00:00:00 |      253 | E2       |
| mauree38   | 4     | 2009-09-18 00:00:00 | 2009-09-18 00:00:00 |      254 | E1       |
| kristinh40 | 3     | 2009-09-18 00:00:00 | 2009-09-18 00:00:00 |      255 | E2       |
| dave11     | 3     | 2009-09-18 00:00:00 | 2009-09-19 00:00:00 |      256 | D        |
| dave11     | 4     | 2009-09-18 00:00:00 | 2009-09-19 00:00:00 |      257 | D        |
| dave11     | 1     | 2009-09-19 00:00:00 | 2009-09-19 00:00:00 |      258 | D        |
| dave11     | 2     | 2009-09-19 00:00:00 | 2009-09-19 00:00:00 |      259 | D        |
| dave11     | 3     | 2009-09-19 00:00:00 | 2009-09-19 00:00:00 |      260 | D        |
| dave11     | 1     | 2009-09-20 00:00:00 | 2009-09-19 00:00:00 |      261 | D        |
| dave11     | 2     | 2009-09-20 00:00:00 | 2009-09-19 00:00:00 |      262 | D        |
| dave11     | 3     | 2009-09-20 00:00:00 | 2009-09-19 00:00:00 |      263 | D        |
| dave11     | 1     | 2009-09-17 00:00:00 | 2009-09-19 00:00:00 |      264 | D        |
| dave11     | 4     | 2009-09-16 00:00:00 | 2009-09-19 00:00:00 |      265 | D        |
| dave11     | 2     | 2009-09-18 00:00:00 | 2009-09-19 00:00:00 |      266 | D        |
| dave11     | 1     | 2009-09-18 00:00:00 | 2009-09-19 00:00:00 |      267 | D        |
| dave11     | 4     | 2009-09-13 00:00:00 | 2009-09-19 00:00:00 |      268 | D        |
| mauree38   | 1     | 2009-09-19 00:00:00 | 2009-09-19 00:00:00 |      269 | E1       |
| mauree38   | 2     | 2009-09-19 00:00:00 | 2009-09-19 00:00:00 |      270 | E1       |
| mauree38   | 1     | 2009-09-20 00:00:00 | 2009-09-19 00:00:00 |      271 | E1       |
| mauree38   | 2     | 2009-09-20 00:00:00 | 2009-09-19 00:00:00 |      272 | E1       |
| mauree38   | 3     | 2009-09-20 00:00:00 | 2009-09-19 00:00:00 |      273 | E1       |
| dave11     | 2     | 2009-09-26 00:00:00 | 2009-09-25 00:00:00 |      282 | D        |
| dave11     | 1     | 2009-09-26 00:00:00 | 2009-09-25 00:00:00 |      281 | D        |
| dave11     | 4     | 2009-09-25 00:00:00 | 2009-09-25 00:00:00 |      280 | D        |
| mauree38   | 4     | 2009-09-25 00:00:00 | 2009-09-25 00:00:00 |      279 | E1       |
| rond46     | 1     | 2009-09-26 00:00:00 | 2009-09-25 00:00:00 |      278 | E1       |
| drew44     | 4     | 2009-09-25 00:00:00 | 2009-09-25 00:00:00 |      283 | E2       |
| drew44     | 1     | 2009-09-26 00:00:00 | 2009-09-25 00:00:00 |      284 | E2       |
| drew44     | 2     | 2009-09-26 00:00:00 | 2009-09-26 00:00:00 |      285 | E2       |
| drew44     | 3     | 2009-09-26 00:00:00 | 2009-09-26 00:00:00 |      286 | E2       |
| drew44     | 4     | 2009-09-26 00:00:00 | 2009-09-26 00:00:00 |      287 | E2       |
| dave11     | 3     | 2009-09-26 00:00:00 | 2009-09-26 00:00:00 |      288 | D        |
| drew44     | 1     | 2009-09-28 00:00:00 | 2009-09-29 00:00:00 |      289 | E2       |
| mauree38   | 3     | 2009-10-05 00:00:00 | 2009-10-05 00:00:00 |      290 | E1       |
| mauree38   | 4     | 2009-10-05 00:00:00 | 2009-10-05 00:00:00 |      291 | E1       |
| drew44     | 3     | 2009-10-05 00:00:00 | 2009-10-06 00:00:00 |      292 | E2       |
| drew44     | 4     | 2009-10-05 00:00:00 | 2009-10-06 00:00:00 |      293 | E2       |
| drew44     | 2     | 2009-10-06 00:00:00 | 2009-10-06 00:00:00 |      294 | E2       |
| drew44     | 3     | 2009-10-06 00:00:00 | 2009-10-06 00:00:00 |      295 | E2       |
| drew44     | 2     | 2009-10-08 00:00:00 | 2009-10-07 00:00:00 |      296 | E2       |
| drew44     | 3     | 2009-10-08 00:00:00 | 2009-10-07 00:00:00 |      297 | E2       |
| mauree38   | 2     | 2009-10-08 00:00:00 | 2009-10-07 00:00:00 |      300 | E1       |
| diane13    | 4     | 2009-10-12 00:00:00 | 2009-10-12 00:00:00 |      301 | E2       |
| diane13    | 3     | 2009-10-15 00:00:00 | 2009-10-12 00:00:00 |      302 | E2       |
| diane13    | 2     | 2009-10-19 00:00:00 | 2009-10-12 00:00:00 |      303 | E2       |
